Workload,IPC,MPKI,WPKI,Write-Read-Ratio,Write RBHR,Write BLP,Write BGLP,Write Mode Fraction,Ideal Write Mode Fraction,Ideal Speedup,Write Latency,Total Evictions,PW Evictions,SW Evictions
bwaves,2.016,15.657669373693222,5.94394976224201,0.43621575248217215,0.0665285977353598,3.4957923450700585,3.212503634551404,0.19390146784105994,0.08934302442648942,1.129709259157855,8090.979015637749,0,0,0,0,0
fotonik3d,1.334,22.168669556626607,9.431599811368004,0.4660325811700424,0.006454881798551794,4.167186911593712,3.4599797015437543,0.16603576322905753,0.09057750183954894,1.090481411627048,6596.49915602867,0,0,0,0,0
wrf,2.017,9.663789613448415,2.518789899248404,0.3159157554640799,0.10557854882245325,3.006404444936461,2.459189904407995,0.23196480655256166,0.04182464880404847,1.2475669856937692,22833.243581243376,0,0,0,0,0
omnetpp,0.9094000000000001,6.777869932221301,2.5484299745157,0.3844841268643881,0.0006042974863810116,1.1260310675794394,1.1155890288316437,0.2798173441765126,0.020797848558954807,1.3596580583038118,60367.03696001067,0,0,0,0,0
roms,2.073,10.21923,1.54604,0.2180586232478893,0.22709164863767511,5.853617407490622,3.5068619309061395,0.22063154790940057,0.026423305696075833,1.2491866865952492,34420.86259087734,0,0,0,0,0
lbm,1.239,36.828259263434816,25.26036949479261,0.7499884950005953,0.26865884353768427,11.228843417587518,6.407390620618237,0.30799890106139594,0.22985746432129409,1.112920972033073,4921.175143515316,0,0,0,0,0
cam4,2.61,2.084029937479102,0.0,0.0,0.0,nan,nan,1.0440600383592879e-10,1.0,9577993250.0,1,0,0,0,0,0

bc,1.9029999999999998,42.479309575206905,20.0463697995363,0.7887039503321616,0.4350966287202307,18.129460500296886,7.663397121622463,0.3108061894375584,0.26752510070111835,1.062799590003745,4074.6512251345257,0,0,0,0,0
pagerankdelta,1.259,17.58726,4.40706,0.291673422870406,0.012035249304332757,1.608390060828497,1.55450654380371,0.1943882980371062,0.0434858751651794,1.187314090031524,17514.650038801377,0,0,0,0,0
radii,0.5548,48.00187855994364,14.332569570022914,0.3360311822284743,0.004916068141647877,2.880575713730381,2.288828997933017,0.1695233639654297,0.059435129989580955,1.1325603023602293,10660.1083713528,0,0,0,0,0
mis,2.587,9.209069907909301,4.164009958359901,0.794020453032964,0.19762900316683546,7.051657025613689,5.137209571087669,0.5543408955750146,0.13756282896227223,1.935194776623027,25734.42350042387,0,0,0,0,0
cf,2.079,48.11657951883421,15.342059846579401,0.9548724632214963,0.3955981002388058,10.450699923021004,6.752710303490506,0.2876833914918523,0.2280947174513807,1.0836547587529541,4510.289773342041,0,0,0,0,0
bellmanford,0.9770000000000001,27.500169724998297,2.5226399747736004,0.10766952901623468,0.001775938097539052,1.254233555080907,1.240160395825792,0.07625992400159523,0.017304547402123567,1.0638224735846293,15471.029841753085,0,0,0,0,0
pagerank,0.9966,74.7745592522544,9.973029900269701,0.30660265116882496,0.3611332754803137,6.490485890568309,4.6958563914095635,0.10313063322240033,0.06815691366615742,1.0389953329344959,5188.063759960613,0,0,0,0,0
triangle,2.607,8.5627099143729,4.0487299595127,0.783354777544525,0.20082101911006922,6.594124535333435,4.851153965791921,0.5336866212639086,0.1299903022365191,1.8657189294495027,25277.58154285418,0,0,0,0,0

add,1.041,117.12967999999998,20.83343,0.33333370666535256,0.4190650279052984,15.873108105525114,7.048737239815701,0.16815873147046426,0.14678699360259115,1.0256920865511425,3877.5980796249105,0,0,0,0,0
triad,1.232,111.6561188834388,17.8571498214285,0.3333319644506135,0.4222665628576333,16.881877775260204,7.135228666596921,0.16960774791772382,0.1488178615749132,1.0250362238938024,3855.172194891122,0,0,0,0,0
scale,1.28,162.51243674975126,20.833349583333007,0.4999986800045408,0.4203401288828168,14.53804095614087,6.834677367872851,0.20705525660969504,0.18161401917877124,1.0320845022846705,3882.9883508893195,0,0,0,0,0
copy,1.021,113.47881886521182,25.0000197499998,0.49999920000192,0.42216059711900333,14.016534152645391,6.811794262170956,0.19944362693731812,0.1738813336697234,1.0319306598857008,3905.9947632041894,0,0,0,0,0

delta,1.603,27.095139729048604,5.1033799489662,0.31480387137367144,0.05410604026533135,4.214038040890591,3.151105897076631,0.20283805977850108,0.0634198870039441,1.1748931625308383,12400.417292069178,0,0,0,0,0
merced,1.981,9.82569970522901,3.767239886982803,0.47542450419298454,0.03325980892805782,3.690640071726057,2.580912631856614,0.40292460131750885,0.07620384404965856,1.5472018408207633,26996.522101060724,0,0,0,0,0
whiskey,1.905,9.719209611231616,3.256139869754405,0.41259631796427443,0.010286872537439245,2.5600762826263006,2.0877682497604146,0.35197274970205655,0.05942893773684636,1.451437515676551,28367.649843065716,0,0,0,0,0
charlie,1.7799999999999998,9.82274970531751,3.8694998839150037,0.4282087715570665,0.018694743443253656,2.557778397763143,2.0982296326034633,0.2776026456307205,0.05921453591480124,1.3023102291211912,20147.615888357668,0,0,0,0,0

