Workload,IPC,MPKI,WPKI,Write-Read-Ratio,Write RBHR,Write BLP
fotonik3d,0.3575350394693412,18.165813837256792,9.774226986853083,0.5645315627685257,0.011415128435717105,24.500202491656296
leela,2.855249233418488,0.01107245499149013,7.74999972875001e-05,0.007040654099477629,0.0,1.6333333333333333
lbm,0.24077157385670628,37.88223306827029,28.463421147987496,0.7513867040607752,0.05255021617897253,29.130805143267743
exchange2,3.5173743645834157,0.00017999999235000032,0.0,0.0,0.0,nan
cactubssn,1.2459987961465095,5.028304079870334,0.8018124759456258,0.15949334103801335,0.005469502371497115,11.365853506345033
x264,3.1063728329591034,0.17572748617911846,0.00027499998900000044,0.001566460653356498,0.0,1.1296296296296298
omnetpp,0.4257999001547596,12.025870969676866,5.390649784374008,0.4865074757661174,0.0034315185703373456,19.84841259415008
xz,1.606118250563887,1.9274138100661968,1.3129299540474515,0.7730916777808201,0.009545252939761138,9.680210968794192
gcc,0.26113697437188566,17.813568575304764,0.024449999633250005,0.0013726392849924773,0.09029064904650386,2.3245327147230515
pop2,1.2539956149756817,3.4550912133263356,1.0076024546578894,0.30526078206976054,0.24168616752950278,5.323681646678734
imagick,3.420374785315025,0.03907249396809805,0.0,0.0,0.0,nan
wrf,0.3305436162303419,22.317400463239697,8.451794788705131,0.38066000307841247,0.1011825753367409,21.370301926309253
nab,3.145999761526202,0.1676398223749917,0.007072499752462508,0.04252984154664903,0.12076066219336262,1.465422971776212
cam4,0.9893033239104692,5.809649437716579,3.747044850118206,0.677505662763718,0.3561041942098276,13.752598179903996
perlbench,2.637248031490721,0.06057248030011866,0.0,0.0,0.0,nan
bwaves,0.5673016155437147,19.29972751733172,6.0648473028924625,0.43682144447483506,0.045562428721813764,25.371746024721244
xalancbmk,1.5888746165156358,2.62259742087361,1.9160374473089703,0.7971026551194434,0.19859152475985123,12.252055235236968
deepsjeng,2.441124852781059,0.29674275416971424,0.04291999903430002,0.1541486715810834,0.00029367989585720226,1.3610883402992322
roms,0.6180239894946056,9.239405527072723,3.0666373926676913,0.33970761973284325,0.09773114136934488,11.146751037771805
mcf,0.5952382703510078,17.640159463072667,1.3053249641035636,0.07419895033205,0.05968787203709923,21.237618885269256

radii,0.21687447158453588,39.779575313744324,14.084009753529829,0.3571314961977149,0.024744067517854046,24.743407677405735
components,0.3438422105169971,36.25491904143415,0.09934749652283763,0.002739449527750171,0.10707999774264604,19.266810092961485
bc,0.268424909180781,29.770987212916715,25.55409147783634,0.858355266732329,0.11324443491248873,27.82719913609496
mis,0.3922459888353627,19.58415336045095,10.68836959918614,0.5462962785493238,0.1154807533448513,24.59424587907741
bfs-bitvector,0.4786868762230333,15.820622806314159,0.5011999862170003,0.03175976135821773,0.05648859691579217,16.073578647760723
bfscc,0.31962432199539054,34.0106620329337,0.8382099664716013,0.024657211269434844,0.06199614746086561,23.914746275664875
triangle,0.647836223854724,9.34505974853534,7.548144773555657,0.8116566407813605,0.24464057386597338,18.250997048896316
bellmanford,0.3018747618212543,29.21956830951666,2.626939881787705,0.09043826724309326,0.006066485450569076,24.115832275406156
cf,0.2830616704354417,16.144978777539354,16.07104939733565,0.9969598433504347,0.15519268805108777,24.34309107105839
pagerank,0.2761355976253945,43.53975154723772,4.501602421221958,0.10344181205982507,0.1181241255648384,25.441409237984978
components-shortcut,0.3523414664579679,33.10745372844829,0.41300248657741917,0.012476085444959688,0.08940051084624084,21.981377371749826
bfs,0.34703631936696533,29.072836868129432,1.733007443677258,0.05970755654772953,0.08074887685163337,21.903526398272973
pagerankdelta,0.33448719776424435,19.1133332146645,9.894654653687088,0.5525597125249048,0.012207914472108741,24.488944649021086

scale,0.24457416411505395,41.802322233213985,20.948885981205766,0.5011398247185335,0.17417408546513036,26.066355844649138
triad,0.19129884764341235,53.85007397612106,18.024636463583402,0.3347169041192734,0.16034430775289715,25.023351309373446
add,0.16598707251630743,62.614549021076265,20.872466821644828,0.3333475738595205,0.18404242267394819,24.45781280584481
copy,0.21266141609590394,50.25958082155479,25.152942185588223,0.5004579699302724,0.14730933211010008,26.937193009848876

charlie,0.819039094247505,11.41323822847764,3.793032291383224,0.3425973679932077,0.035245742875863746,23.63926738346963
merced,0.6126789934830393,15.495010226801337,6.077899817663005,0.40546607684769287,0.05863506097937067,24.335362897365165
delta,0.5497399056610484,18.83740033500942,5.593082318224825,0.3006372523461239,0.09767729656395605,24.367908432710756
whiskey,0.7931077183445218,10.735733194768638,4.801569867956829,0.47410856004522306,0.02284692833035047,23.561337202303072

