Workload,IPC,MPKI,WPKI,Write-Read-Ratio,Write RBHR,Write BLP,Write Mode Fraction,Ideal Write Mode Fraction,Ideal Speedup,Write Latency,Total Evictions,PW Evictions,SW Evictions
roms,0.6832110260390121,10.323516041453086,3.557509608673943,0.3549227876749605,0.0,11.515323342468967,0.2187334415097521,0.13941599632629256,1.1015241780433247,5703.094310346281,0,0,0
cam4,1.0014227734292929,5.7698433557612665,3.7263197764208136,0.6822718837857161,0.0,16.058217324103687,0.3127201909992422,0.21897562838425214,1.136399413146279,5355.562377895618,0,0,0
omnetpp,0.48668679899314504,12.16016025279929,5.582089581343282,0.4975107040616611,0.0,18.560253003403606,0.20336517498402024,0.1526212425916192,1.063697858540622,4677.284902249874,0,0,0
bwaves,0.6241692760053801,19.74542939965131,6.274214403949632,0.44727771615305867,0.0,23.904631301199238,0.2698770231168526,0.2217838062376319,1.0658700224509134,4280.103451985627,0,0,0

triangle,0.6469529686052724,9.744229516400072,8.17730438670217,0.8442884370766842,0.0,20.6720903489997,0.39083775401416426,0.3077220555051739,1.136442629294073,4763.2057358750835,0,0,0
pagerankdelta,0.3686373309527113,19.723523150874826,10.941924069936453,0.5992519978170034,0.0,24.18343242146714,0.2896955467724739,0.23055405191720002,1.0832621766434702,4491.760373060499,0,0,0
mis,0.44752753424651587,20.52285233109585,11.597123782302003,0.5653539322679457,0.0,26.06830755315573,0.3368307077307,0.27877274718787515,1.0875462136435121,4336.3369731722305,0,0,0

whiskey,0.8777214248698381,10.196515828741447,4.599179816032807,0.4828099510175459,0.0,23.53383883409438,0.30518989867476454,0.23593287105646435,1.0996776349195325,4694.194008497167,0,0,0
charlie,0.8424785661346678,12.064354815152688,3.7103795918582447,0.31661774243096563,0.0,23.720089257712317,0.2216622441162498,0.17204820363321208,1.0637435870327328,4522.644774928714,0,0,0
merced,0.6085840898155543,16.222866832485778,6.593734703281938,0.42077240428702245,0.0,24.091928095614414,0.28718031743232186,0.2295519569279865,1.0808456358791185,4462.223149701952,0,0,0
delta,0.5492760438278784,19.838670449088376,5.754514482093697,0.2960974615799816,0.0,26.25869912404371,0.22603110184836814,0.17806937853792382,1.0619685408870887,4448.407360133739,0,0,0

